UNNAMED, 10/12/1900, 40
UNNAMED, 06/13/1901, 35
UNNAMED, 08/10/1901, 40
UNNAMED, 09/17/1901, 50
UNNAMED, 09/28/1901, 40
UNNAMED, 06/14/1902, 50
UNNAMED, 10/10/1902, 50
UNNAMED, 09/11/1903, 75
UNNAMED, 09/13/1903, 80
UNNAMED, 10/17/1904, 70
UNNAMED, 10/20/1904, 35
UNNAMED, 11/03/1904, 35
UNNAMED, 06/12/1906, 45
UNNAMED, 06/17/1906, 70
UNNAMED, 06/17/1906, 75
UNNAMED, 10/18/1906, 105
UNNAMED, 10/18/1906, 105
UNNAMED, 10/21/1906, 50
UNNAMED, 06/28/1907, 50
UNNAMED, 09/28/1907, 45
UNNAMED, 06/28/1909, 45
UNNAMED, 06/30/1909, 35
UNNAMED, 08/29/1909, 45
UNNAMED, 10/11/1909, 100
UNNAMED, 10/18/1910, 95
UNNAMED, 09/17/1914, 60
UNNAMED, 08/01/1915, 65
UNNAMED, 09/04/1915, 80
UNNAMED, 05/14/1916, 35
UNNAMED, 08/25/1916, 40
UNNAMED, 09/29/1917, 100
UNNAMED, 07/04/1919, 55
UNNAMED, 09/30/1920, 55
UNNAMED, 10/25/1921, 100
UNNAMED, 09/15/1924, 75
UNNAMED, 09/29/1924, 55
UNNAMED, 12/01/1925, 55
UNNAMED, 07/28/1926, 90
UNNAMED, 09/18/1926, 125
UNNAMED, 08/08/1928, 85
UNNAMED, 08/10/1928, 35
UNNAMED, 08/13/1928, 60
UNNAMED, 08/14/1928, 45
UNNAMED, 09/17/1928, 125
UNNAMED, 09/28/1929, 100
UNNAMED, 10/01/1929, 70
UNNAMED, 09/09/1930, 40
UNNAMED, 08/30/1932, 55
UNNAMED, 09/15/1932, 50
UNNAMED, 07/30/1933, 65
UNNAMED, 09/04/1933, 110
UNNAMED, 09/05/1933, 55
UNNAMED, 10/06/1934, 45
UNNAMED, 09/03/1935, 160
UNNAMED, 09/04/1935, 85
UNNAMED, 11/04/1935, 85
UNNAMED, 06/15/1936, 40
UNNAMED, 07/29/1936, 55
UNNAMED, 07/31/1936, 90
UNNAMED, 08/21/1936, 50
UNNAMED, 07/29/1937, 55
UNNAMED, 08/30/1937, 60
UNNAMED, 09/20/1937, 35
UNNAMED, 08/11/1939, 65
UNNAMED, 08/13/1939, 65
UNNAMED, 10/06/1941, 85
UNNAMED, 10/06/1941, 85
UNNAMED, 10/07/1941, 80
UNNAMED, 10/20/1941, 40
UNNAMED, 10/19/1944, 90
UNNAMED, 06/24/1945, 70
UNNAMED, 09/05/1945, 35
UNNAMED, 09/15/1945, 115
UNNAMED, 09/15/1945, 115
UNNAMED, 10/08/1946, 75
UNNAMED, 11/01/1946, 40
UNNAMED, 09/17/1947, 115
UNNAMED, 09/23/1947, 55
UNNAMED, 10/12/1947, 80
UNNAMED, 07/09/1948, 35
UNNAMED, 09/21/1948, 105
UNNAMED, 09/22/1948, 115
UNNAMED, 10/05/1948, 90
UNNAMED, 10/05/1948, 90
UNNAMED, 08/26/1949, 115
EASY, 09/05/1950, 105
EASY, 09/06/1950, 90
KING, 10/18/1950, 115
LOVE, 10/21/1950, 50
HOW, 10/02/1951, 55
ALICE, 06/06/1953, 40
UNNAMED, 09/20/1953, 35
